	caption
26219	A person on a bmx bike .
26220	A fluffy dog holds a stick in its mouth on a beach .
26221	a small white dog catching a stick on the shore at the beach .
26222	A white dog has caught a stick on the beach beside the ocean .
26223	A white dog is running along a beach with a stick in its mouth .
26224	A white dog on a beach is carrying a stick in its mouth .
26225	An Asian girl is standing in a crowd wearing red lipstick .
26226	an asian woman holds her fur scarf .
26227	Asian woman in traditional dress and white fur collar
26228	A woman dressed in elegant clothing is looking down while inside a crowd of people .
26229	Girl wears white feather boa and kimono .
26230	A blue boat with a yellow canopy is floating on calm waters .
26231	A boat in the water .
26232	A boat with a roof on green water .
26233	The boat is in the middle of the water .
26234	The solitude boat floats on the lake .
26235	A man and a woman watch two dogs .
26236	One huge dog and one little dog are on a path with a tall man and shorter woman .
26237	Two dogs and two people in the woods .
26238	Two dogs are on a trail in the woods while two people are looking at them from behind .
26239	Two women with their dogs on a forest path .
26240	A girl in a white and pink sweater is looking up through tree branches .
26241	A little girl with black hair pokes her head through tree branches .
26242	An Asian little girl hugs two tree branches .
26243	A young asian girl stands between two tree trunks .
26244	Small girl wearing a white sweater standing between branches of a tree with green leaves .
26245	A Japanese man and woman are walking past a green car .
26246	A man in a blue shirt and a woman in a white shirt in front of a sign written in an Asian language .
26247	A man in a blue shirt and a woman in a white shirt smile while walking next to cars .
26248	An oriental man and woman walk smiling past signs and automobiles
26249	Asian couple walking on sidewalk and smiling
26250	Cyclists are leaping into the air whilst being watched by spectators .
26251	Three dirt bike racers head over a jump .
26252	Three men form an arch during a BMX bike race sponsored by Coca-Cola .
26253	Three men on mountain bikes go over a sand hill .
26254	Three riders wearing black jerseys jump their BMX bikes into the air .
26255	A brown dog on the sand .
26256	A brown dog plays in the sand near a man in a green cap .
26257	A dog is jumping in the air to catch something .
26258	A dog is jumping up for the ball while playing catch in the sand .
26259	A dog playing ball in the sand .
26260	A man with a blue shirt posing with a taller man in sunglasses
26261	A man with glasses and a blue and black striped shirt and another man wearing a brown jacket pose for a picture .
26262	One man in stripes and one in leather pose for the camera in a city .
26263	Two men are standing on a street surrounded by buildings .
26264	Two men wearing eyeglasses standing together .
26265	A man in the dooorway of a bus looking onward .
26266	A man standing at the door of a vehicle , with another sitting , glancing out the window .
26267	People ride a bus or trolley .
26268	some people riding an old bus
26269	Three passengers on a train car .
26270	A snowboarder clothed in red is in the middle of a jump from a snowy hill .
26271	A snowboarder in midair
26272	A snowboarder is doing a big jump and is in the air .
26273	A snowboarder soars through the air .
26274	The snowboarder is in the air .
26275	A group of brown dogs are standing on a road with 3 people .
26276	Dogs and their masters gather on a dirt trail .
26277	Several brown dogs of different sizes gather together .
26278	There are 5 brown dogs on leashes with their owners nearby .
26279	Three women are standing among a group of brown dogs .
26280	A black sheep with three white dogs .
26281	four white dogs are standing beside a black sheep .
26282	The white dogs look curiously at the black llama .
26283	Three white dogs are near a black llama .
26284	White dogs stand near a sheep or llama .
26285	A brown and white dog is running .
26286	A brown and white dog is running through dead grass .
26287	a brown and white dog with his tongue sticking out jumping on some grass
26288	A dog and a ball .
26289	A large brown and white dog is leaping through the hair .
26290	A group of 5 people making different expressions .
26291	five teenagers cheering in a living room
26292	The room full of youths reacts emotionally as they spectate .
26293	Three boy teenagers and two female teenagers are making excited facial expressions .
26294	Three guys and two girls are watching something and getting excited .
26295	A man and woman are standing outside a store .
26296	The man and woman are wearing kimonos and are standing in a store .
26297	There are two oriental people in robes standing next to some shelves .
26298	Two people are standing inside of a market .
26299	Two people talking wearing kimonos in the middle of a shopping area .
26300	a woman in jeans and a woman in shorts are petting a baby kangaroo .
26301	Two girls pet a small kangaroo in a grassy field .
26302	Two women bend over to touch a small kangaroo .
26303	Two women pet a baby kangaroo in the park .
26304	Two women pet a kangaroo in a park .
26305	A group of dogs are playing together in snow .
26306	A pack of dogs playing in the snow .
26307	Four dogs are playing on a field covered in snow .
26308	Two black and two white dogs are playing in the snow .
26309	Two black dogs and 2 white dogs interact with one another in a snowy field .
26310	A group of people watching a snowboarder perform a trick .
26311	a person snowboarding over a large hump with onlookers in front of him
26312	People are watching a snowboarder perform a trick in the air .
26313	Several people are watching a snowboarder with a blue jacket jump .
26314	Spectators watch a snowboarder in mid-flight amid a snowy landscape .
26315	A girl does a cartwheel in the street while people watch from the sidewalk .
26316	a girl doing a cartwheel in front of a crowd
26317	A woman is doing a backwards flip in front of a crowd of other people sitting on the sidewalk .
26318	Someone in shorts is somersaulting in front of a crowd .
