	caption
24175	smoke come from car in professional race
24176	a man in a large red truck 
24177	the basketball player in the blue uniform is guarding the player in the orange uniform  who ha the ball 
24178	two kid play with plastic shovel in a snowy pond 
24179	man seated on train  holding onto a rolling coat rack that hold a shopping bag
24180	many people walk through the store 
24181	a young girl in a green shirt playing basketball 
24182	a boy in green trunk slide down a water slide 
24183	a little girl riding a skateboard while a boy swing a toy at her 
24184	small dog catch a tennis ball in it mouth indoors 
24185	a surfer in a blue swimsuit is riding the wave 
24186	a man covered with a blanket is asleep on the sidewalk 
24187	two boy one in a green shirt and one in a blue shirt and a girl in a red jacket and tie on a brown bench 
24188	a person wearing a black coat and a helmet with spiky thing is posing on the lawn in front of a crowd of people 
24189	a football player in white is being tackled by a oklahoma university player 
24190	a football game 
24191	a policeman grin at a woman wearing bead on a crowded street
24192	a child stand upside down in a pool 
24193	a man carrying many woven basket next to a man carrying a stack of rug on his back 
24194	a boy on a mountain bike land after a jump while riding in the forest 
24195	two men play instrument 
24196	boy in a black and white soccer uniform kicking the ball with other player nearby 
24197	racing greyhound dog wearing number 8 
24198	a dog that is down in water is shaking off 
24199	a white shaggy dog want a bite of it owner ice cream cone 
24200	a basketball player slam dunk the ball 
24201	the muscular black man is dancing while the man behind him wear green bead 
24202	a boy in green and white look alert during a soccer game 
24203	a man and woman kissing in a dark subway
24204	a man hold a sign outside a hotel that read  ok ok ok  i need money for beer  pot and a hooker  
24205	a dog chase a tennis ball on a well manicured park lawn 
24206	six men are pushing a large wooden wheel along the ground in front of an audience 
24207	two people are planting small bush near a grassy area 
24208	two tan dog fight in front of a tree 
24209	brown and white dog jump over purple and white bar 
24210	no face are shown in this picutre of jean and sweatshirt 
24211	a blonde woman wearing sunglass and dice earring smile 
24212	boy with their back against an incoming wave 
24213	a little boy is playing soccer at a field 
24214	woman playing softball in uniform 
24215	a little boy in a life vest is looking out the side of a boat 
24216	a dog is galloping through the grass 
24217	the american football team in white are attempting to stop the player in red who is running with the ball 
24218	two small child sitting in the trunk of a car 
24219	a boy is being splashed by a large wave in the sea 
24220	the boy in the red shirt is next to a blue wall 
24221	a dog approach a small creature in a barren  snowy field 
24222	tan dog on grass with mouth open  about to bite gray dog s ear 
24223	a smiling woman wearing a red hardhat ha a long length of rope around her shoulder 
24224	the skier is jumping over a snowy mound in front of a pine tree 
24225	a wet black dog shake itself off 
24226	three men  from two team  are in the air colliding and there is a soccer ball above them 
24227	a shirtless man ride a skateboard 
24228	a boy in an orange shirt and red hat is standing next to a girl with a white shirt and blue pant in the sand next to the ocean 
24229	a person with cooking utility pose menacingly in a dark environment 
24230	a person ski down a snowy mountain 
24231	a man performing martial art kick his opponent 
24232	a child on a rock formation 
24233	band practice is cramped quarter 
24234	the old man in the brown hat is sitting on the bench 
24235	blue car on a small road with men in the background and a re car on a slightly higher road 
24236	a girl in a green knit cap stand ready to push a sled  with a little boy behind her 
24237	a boy is leading donkey on a path 
24238	three people race their bicycle in competition in the forest 
24239	this dog is running along the path 
24240	a blue plane doe loop a it head down to earth 
24241	a woman jog beside a tall concrete wall 
24242	a woman with a silver shoulderbag is looking in a grocery display case 
24243	a man in jean reclines while another watch 
24244	four people walk down a sidewalk at night
24245	a young boy is looking through binoculars at a playground 
24246	three dog run around in the snow 
24247	people walk in the rain with umbrella 
24248	a man who is wearing only short and shoe is standing on rock with the water below him 
24249	a bunch of people and some camel 
24250	the cyclist ride on a wooded path 
24251	a boy wear a wrestling mask and carry bag of bread 
24252	photo of an inside of a place with chair and people sitting in them 
24253	an elder man overlook a balcony facing a street 
24254	a woman slide into home while the catcher try to block 
24255	the child enjoys going down the slide 
24256	a person snowboarding and jumping over a construction sign 
24257	a brown dog is running down a slope while a man follows beside him 
24258	a black dog chewing on a red leash 
24259	the snowboarder is doing a stunt high in the air at night 
24260	a greyhound dog race is happening at the track 
24261	a golden dog with a blue object in it mouth stand next to another golden dog in front of a green fence in a grassy field 
24262	wet blonde dog running through water
24263	two football player attempt to advance the ball against a would be tackler 
24264	man wearing a black hat with a christmas theme 
24265	a brown and white dog play with a soccer ball on snowy ground 
24266	a campsite with tent and picnic table 
24267	a hiker is standing in before the mountain holding two walking stick 
24268	a light brown dog with his tail in the air jump of a pontoon toward the water 
24269	people standing outside a building yell 
24270	a group of 5 men in the air in front of a canal and house 
24271	a black dog and two brown and white dog are romping in the mud 
